Course Code,Course Name,Department,Professor,Course Ratings,Quarter,Year,Grade,Review Date,Review Text,Review Upvote,Review Downvote,Review Sentiment Label,Review Sentiment Score
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2020,A,12/27/2020,"Dr. Zanontian was a great professor. I thought that this class felt like it had quite a bit of busy work (biweekly labs, weekly homework, and weekly quizzes and participation polls because of COVID-19). That being said, Dr. Zanontian was extremely lenient and understanding throughout the quarter, and the midterm and final were both extremely doable if you prepare well.",0,0,POSITIVE,0.6077669262886047
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2020,A,12/26/2020,"This class is pretty easy, interesting, but a lot more busywork; overall it's pretty easy though and helps you during the exams. There are weekly 10 question quizzes, a weekly poll for participation points which is graded on completion and 5% of your grade (free points!) There were weekly homework assignments and biweekly labs for R. This class was taking during COVID so Dr. Zanontian was very understanding and super nice! Her lectures were very straightforward and clear. She listened to her students when they requested to not do breakout rooms anymore but instead actually lecture during class time and that really helped. She also made the midterm and final 4 and 5 hours long so very very helpful and accommodating. Take Stats 13 with Dr. Zanontian!",0,0,POSITIVE,0.9986818432807922
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2020,A,12/24/2020,"Zanontian is the best! She genuinely cares about her students and is passionate about what she teaches. For someone who has never taken stats before this course, I found the stats 13 very approachable, but also very time consuming. Weekly homework assignments were very easy and didn't take much time to complete, but labs would always take a while (assigned every two weeks). TAs do a good job of giving hints and explaining what you need to know in R in order to complete the lab,  but often I needed extra help. This is where TA office hours come in. If you're ever struggling with a problem and want to make sure you answer what the question is asking, I can't stress enough TA office hours are the way to go. I regret not going more to save unnecessary stress and time not being able to figure out how to get my code to work before Sunday night (the due date). Exams are very approachable and the class overall does well on them. Much of the class is just staying on top of things ie HW, Labs, Quizzes, Participation Polls, and Exams and I'm thankful the other classes I took weren't as time consuming so I could focus more on this one. Overall though, I found it very manageable if I allowed yourself enough time, kept track of deadlines, and sought out help when I needed it.",0,0,POSITIVE,0.9956049919128418
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Spring,2020,A,09/19/2020,"Professor Zanontian was very very kind especially during this time when everyone was still trying to figure things out. Her lectures were pre-recorded so there weren't opportunities for questions there but her teaching style was great, it was a good pace and she sectioned everything clearly. Without having a strong background in statistics, I thought this class was very manageable. And her office hours were great, she has a really kind and calm presence.",0,0,POSITIVE,0.998724639415741
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Spring,2020,A,07/02/2020,"Great class overall! The grading scheme is very fair and not test-heavy. There is enough lab, quiz, and homework points to help your grade if you need it. Discussion sections are super helpful, and I would recommend attending if you want to excel in this class.",0,0,POSITIVE,0.9997050166130066
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2019,A,02/15/2020,"Professor Zanontian is one of the kindest and most understanding professors at UCLA. She's extremely helpful, I used to ask her questions about the homeworks before and after lecture and she always took the time to help me out and work toward the answer. Even though she's great, I did have some issues with the class, specifically the unnecessary workload.The tests in this class are fine, there are no tricks and it's very clear to know what she wants from you as long as you review the key points. She usually posts a review powerpoint with an outline of everything you should know for the test, and if you understand all of that, you should be fine.But the workload outside of the midterm and final was too much. The labs are not the worst, usually you just have to follow directions and it should be pretty easy, but definitely start on them early so you have time to ask your TA for help, because these are easy points you can get if you manage to score well on labs. The homework was the worst part of this class, though. Most of it was easy, but there are some questions that honestly can be really tricky and hard, and the TAs do not hesitate to take points off. My biggest stressor in this class was making sure I was doing well on my homework, not the midterm and final, because in my opinion, the homework was harder than either of the tests. She doesn't curve up even a point, so it's really important to make sure you get every single point you can from the rest of the class. Try and do your homework early just like the labs so you can ask Zanontian if you have any questions.",0,0,POSITIVE,0.998195230960846
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2019,A,02/08/2020,"I found this class to be easy and require little effort compared to major classes. The professor required you to go to lecture (clicker questions used for attendance), but the lab/discussion section was not mandatory. After taking LS30A/B, the coding portion of this class was actually fairly simple and I did not actually attend the lab/discussion after the first week. She posted detailed slides from lecture, so I referenced these when studying for the midterm/final. She also let us use an entire letter-size one-sided cheat sheet to write down formulas/definitions to use on both the midterm and final. I found the exams to be fair and did well on them as long as I had all of the formulas written down on my cheat sheet. In addition to the exams and labs, we also had a homework assignment from the textbook and a quiz on CCLE every week (or every other week I'm not sure) but both were fairly short. Overall, I would recommend taking the class with Zanontian because you can put in minimal effort as long as you are understanding the homework and quizzes.",0,0,NEGATIVE,0.998299777507782
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2019,A,02/05/2020,"Take Stats 13 with Professor Zanontian if you can! Her exams are extremely straightforward. To study, I just read the textbook and reviewed the slides. She posts study guides that provide you with everything you need to know for the exams and also allows 1 page cheat-sheets. In lecture, she just reads off the slides, so it can get boring. I also stopped going to lab and discussion after week 3 because attendance is not mandatory. The labs were hard because they use a different program than the LS30 series, but if you can find someone's old labs to reference, they are do-able.",0,0,POSITIVE,0.9119465947151184
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2019,A,12/24/2019,"Prof. Zanontian is a great professor who actually cares about her students and their mastery of the material in the class. The themes in this class are pretty repetitive so even when new concepts are introduced throughout the quarter it is not very difficult at all. She offers a lot of help throughout the quarter by conducting office hours and Q&A review sessions and she also lets us use a cheat sheet for exams! Participation and clickers are necessary in this class. I think this class is very fair, and I genuinely feel like I learned a lot.",0,0,POSITIVE,0.9311307072639465
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Linda Zanontian,"{'Overall': 4.5, 'Users': 24.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 3.6, 'Helpfulness': 4.5}",Fall,2019,A,12/11/2019,"Pretty easy class. The amount of work in this class was fair. Homework usually consisted of about 6 problems. Code was due every two weeks but you could easily finish it in class if you go to discussion. There were also quizzes every week you take on ccle. First test was very easy, second test was a little harder but she allows a cheat sheet. The professor was also very nice and clear in her explanations. Overall a solid class you shouldn't have to stress about too much.",0,0,POSITIVE,0.9984184503555298
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2020,A-,08/11/2020,"I want to start off by saying I have never taken a stats class before, at first I was extremely nervous to take this class with this particular professor due to the amount of things the professor did to prevent cheating. Both exams were on respondus and we had to have our phones on zoom with the camera directed on our hands. As someone who already gets anxiety during exams, this policy did not really help ease it, I will say I was much more calm during the final though as I knew it was not as bad as i had initially thought. To break the class down, lecture attendance counted as extra credit (max 1%) and were recorded/uploaded to ccle, at first the professor would only leave the lectures up for 3 days and then we were not allowed to watch them, but for some reason he just removed this restriction after the midterm. Labs/HW were both worth 20% of our grades (so together 40%), the hw's were pretty easy, labs I hated simply because I did not understand the purpose of them, grading will depend heavily on your TA. I personally had Jireh and he was amazing at explaining concepts and was an overall very good TA. The midterm and Final were both worth 30% each, and were both mc. The final was not cumulative and was everything after the midterm, both exams were not focused on calculation, rather they were heavily conceptual. Overall, I think I stressed about this class a lot more than I should have, professor Wu does have a very monotone voice, but he is very good at explaining most concepts and would try to interact with the students during lecture. I definitely think that this class was very fair, after taking this class I appreciate the security measures implemented to prevent cheating, as I think my final grade would have been a lot different if they weren't. In all, the best way to describe my experience with this professor was fair, it was not super easy but if you put in the effort it should have not been extremely hard.",1,0,NEGATIVE,0.9953902959823608
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2020,A+,08/09/2020,"Professor Wu's voice is a bit monotone, but his lecture is clear; he posts slides and lecture video, which align very closely with the textbook. Prof. Wu is also very nice, cares about student learning, and occasionally makes quite funny remarks. He replied to emails pretty quickly, was helpful in office hour and gave curve in the end to students who showed progress throughout the quarter.The labs give a gentle introduction to R and RStudio and should each take about an hour or so each (I assume we truly start utilizing R heavily in Stats 20). You should be fine as long as you follow your TA's guidance and read the lab PDF carefully. The homework assignments are not computationally difficult (the applet does most of the work); rather, you should focus on having a clear understanding of the concepts (when to use what test; the necessary conditions to use it etc). The exams are all multiple choice questions, 2 hours, in Respondus Lockdown Browser (You can bring one piece of ""cheat sheet"")Jireh Huang is a very helpful TA; he is good at explaining the concepts clearly and concisely and uses the discussion before assessments to help out with any last minute clarifications. Jireh also responded quickly in Discord when I was confused or had conceptual questions. My biggest impression of Jireh is his dedication to student learning. When he lost his voice, he still typed everything he wanted to explain and clarify in discussion session so we were prepared for that week's lab.",1,0,POSITIVE,0.995018482208252
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2021,C,02/22/2022,"I'm a STEM major and I LOVE math but oh my god do not take this class with this professor. We were supposed to cover 10 units in the course and only covered 2. ONLY 2!!!!!!!!! His lectures were all over the place and half the time when students asked questions, he didn't know how to answer them and this is a BASIC STATS INTRO CLASS. He was not an accommodating professor at all and for being someone who has gotten A's my whole life alongside my friends who were in this class, we all got C's because he asked questions on the midterm and final that we never covered in class. I even emailed him after the final and questioned if he would curve the score because everyone got a C or below and he said he wouldn't do so even though we got tested on units we were never taught. I feel bad for stats students who needed to learn the rest of the 8 units to prep for their next stats class since we only covered 2 units. I literally am so infuriated by this professor and the fact that he never apologized to us once for not doing his job and we were the ones on the back burner. Exams were on respondus with a separate camera watching our hands. The questions were very conceptual so even if you have good stats knowledge the questions are tricky, especially when you're being tested on topics that you weren't even taught how to do. Please please please go with any other professor.",0,0,NEGATIVE,0.9992446899414062
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2021,B,09/14/2021,"I would not recommend this class because of the grading structure. The overall material is not tough even if you do not come from a statistics background. However, the grading structure has no room for improvement or mistakes.There are two exams: a midterm and final. Each is approximately 30 questions and theory-based, but the content of the exams is not similar to the textbook questions or lecture clicker questions. The class median for these exams were around a C, and this did not concern the professor. Scoring the median grade is basically a guaranteed B, despite doing extremely well on the final. I would not take this class again as I felt I was not given the opportunity to learn.",0,0,NEGATIVE,0.9990816116333008
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2020,B+,08/04/2020,"As someone who took AP Stats before this course, it was pretty easy all things considered. There is very little computation in this class and the course is very much regarding the theoretical/practical side of statistics rather than the formulas. We never even used a z-table in this course. All in all, it's definitely not a terrible class if you have prior knowledge.I'd also like to interject that I took this course as a GE because I'm not a life science major, so I didn't really have as much reason to get too invested in my grade here, but regardless I did give it the best effort I did and scored well on the tests.The labs and homework are fairly manageable. I managed to finish them in about an hour or two each, but they still did a good job of teaching the basics of R and statistics.All in all a good course. As for the professor, he is an acceptable enough lecturer given the trying times (this is during the COVID quarantine), but he did a good job of clarifying things in class and gave engaging examples of what he was teaching. Whenever there was downtime during lecture, he would converse with us and just ask us how we're doing and what our student lives are like. He really seems like a nice and personable guy. Also, he was very accommodating when I ran into tech problems during the course trying to take the exams. Great professor.Also, like anyone who has taken a statistics class on UCLA and left a review on BruinWalk, I am obligated to bash the TA Jake here. He actively disincentivized me from going to discussions because every time I did I felt like I was being belittled. The syllabus encouraged us to work together on homework so long as we weren't just pasting answers without explanation and we would often share solutions after the homework was due via GroupMe. (There was an official Discord server for the class, but sometimes we just wanted to talk as students and help each other through that rather than using the Discord which often felt more formal.) This happened after I left the group chat, but he apparently joined the group chat just to tell us he was ""appalled by the number of academic integrity violations."" I didn't follow the GroupMe that actively, but unless there was a major breach during the final, I don't recall anything of the sort. Anyway, https://tinyurl.com/y589266c if you're curious about that",0,0,NEGATIVE,0.95365309715271
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2020,,07/29/2020,"I don't know if it was the professor's idea or the TAs but the homework and labs are graded very strictly on accuracy. There are a lot of analysis and explanation questions, if you get the smallest concept wrong, you automatically get points deducted. Homework and lab are 40% of the total grade so that takes a lot of points of the total, making it impossible to get a fair grade. The class is not flexible at all and they are not considerate about the current situation of COVID. I don't know how the class normally is in-person but if you plan on taking this course when online, I highly recommend you take it with a different professor. The content itself is very easy and my friends who are taking stats 13 with another professor are not having the same problem as I had.",0,0,NEGATIVE,0.9963500499725342
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Guani Wu,"{'Overall': 2.8, 'Users': 8.0, 'Easiness': 3.6, 'Clarity': 2.6, 'Workload': 3.4, 'Helpfulness': 3.0}",Summer,2020,,07/13/2020,Over the global pandemic this professor was not leniant at all. We all had to use a respondus lockdown browser AND a zoom during our midterm. We were told to turn down the zoom but they were sharing corrections to the test questions that many people didnt see. Furthermore the practice tests he gives us were so easy that everyone got 100 but bombed the midterm.  The professor and the TAs especially were not flexible considering the stressfull situation of COVID and online classes. There is no option for makeup work and I was overall very dissatisfied with the course and the professor.,0,0,NEGATIVE,0.9995036125183105
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Juana Sanchez,"{'Overall': 2.8, 'Users': 6.0, 'Easiness': 1.6, 'Clarity': 2.4, 'Workload': 1.6, 'Helpfulness': 2.2}",,,,03/11/2008,"If you don't like going to class which I don't this class is lame, because if you don't make it you loose stupid participation points from lectures and its idiotic. I highly suggest not taking this professor if you don't go to class, her lectures are pointless and I have to go for the participation, which I never get because its always on some random day I don't go. Overall easy class, just do all the tedious requirements to do well, doesn't test ability, it tests stamina to not quit on pointless tasks, which is harder in my opinion than ability.",0,0,NEGATIVE,0.9996041655540466
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Frederick Paik Schoenberg,"{'Overall': 3.8, 'Users': 13.0, 'Easiness': 2.8, 'Clarity': 3.6, 'Workload': 2.9, 'Helpfulness': 3.4}",Winter,2023,B,04/12/2023,"The actual content of this class wasn't difficult, but the way Schoenberg structured class made it really difficult to do well. Homework was 10% of your grade, labs were another 10%, and the rest of your grade was 35% the midterm and 45% the final. While this sounds manageable, the midterm was 16 multiple choice questions and you had 50 minutes to take it. The final was 18 multiple choice questions and you also had only 50 minutes to take it, which leaves a very small margin of error to get a good score on either exam. The questions could be very wordy and I felt really rushed during both exams. He also didn't give us any practice exams and the exam questions weren't very similar to homework or any examples we did in class, with the exception of a few. If you're going to take Stats 13, do not take it with Schoenberg if you want an A.",0,0,NEGATIVE,0.996080219745636
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Frederick Paik Schoenberg,"{'Overall': 3.8, 'Users': 13.0, 'Easiness': 2.8, 'Clarity': 3.6, 'Workload': 2.9, 'Helpfulness': 3.4}",Fall,2018,A-,06/18/2020,Selling old Midterm. email: uclabruin1620@gmail.com,0,0,NEGATIVE,0.9915964007377625
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Frederick Paik Schoenberg,"{'Overall': 3.8, 'Users': 13.0, 'Easiness': 2.8, 'Clarity': 3.6, 'Workload': 2.9, 'Helpfulness': 3.4}",Fall,2018,A,01/07/2019,"The review below me hit most of the points. Stats 13 with Schoenberg is mediocre.  The professor is boring and dry, making it difficult to listen to him in class. The TA's are all too smart and can't relay the information in a way for the students to understand well. However, there is a way to get an A in this class. First off, the lab homework (10%) are all related to R-code. The labs are a pain and way beyond the scope of the course. But the good thing is that there is nothing related to R code on the tests. To be honest, find yourself a person who knows R-code and ask them to help you out. The homework isn't that bad. there was only 4 homework assignments for the whole quarter and I'm pretty sure the homework between all stats 13 classes are similar. The best way to study for the tests is to print out all the slides, go over them on your own time by writing down the problems and concepts. Schoenberg gives you a list with all the concepts that will be covered on the exam, make sure you have an example that illustrates that concept if you make a study guide (along with what the concept is). Do all this, and you are pretty much guaranteed an A. It's definitely a self-study class, but very manageable compared to all other self-study classes. Besides the R-code, nothing is that bad. I would go as so far to say this is one of the easier lower-divs out there for life science. Selling the following: Midterm, R-code for the labs (TA: Duncan), In-Class slides, textbook, Study guide (includes concepts + example problems for every concept) and Homework problems.",0,0,NEGATIVE,0.9975727200508118
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Frederick Paik Schoenberg,"{'Overall': 3.8, 'Users': 13.0, 'Easiness': 2.8, 'Clarity': 3.6, 'Workload': 2.9, 'Helpfulness': 3.4}",Fall,2018,NR,12/21/2018,"The professor is nice and he goes through the material thoroughly during class time. That being said, it can be difficult to pay attention because he will go over the same slides repeatedly- which is great if you can stay awake! This class was supposed to be a walk in the park, but unfortunately I had an awful TA and it ruined my experience. If Duncan Clark is TA'ing, DO NOT take section with him. He is awful and gives out labs that are significantly harder than the other TAs. He gave his sections 8 labs, versus the other TA who only gave 3 labs during the quarter that were much easier. Both midterm and final are open book and multiple choice, so as long as you pay attention and have a good TA you should be set.  I just want to caution that the midterm was only 16 questions, so make sure you have everything you need going into the exam. I made the mistake of not printing all the slides with notes, so I missed more questions than I should have. Lastly, Schoenberg does award improvement from midterm to final. He doesn't have an exact metric for it but if you show up for class and your score goes up, he will bump you up a bit. Overall, this class really wasn't my jam but Schoenberg was very fair and made it a tolerable experience. Also, make sure you compare your midterm with other students as soon as you get it back for grading errors. He didn't post an answer key. GRADING: HW (10%) -> 4 in total, turn in at beginning of class to get full points possibleLabs (10%) -> optional attendance Midterm (30%) -> 16 MC questionsFinal (50%) -> 40 MC questions",0,0,NEGATIVE,0.9985622763633728
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Frederick Paik Schoenberg,"{'Overall': 3.8, 'Users': 13.0, 'Easiness': 2.8, 'Clarity': 3.6, 'Workload': 2.9, 'Helpfulness': 3.4}",,,,12/04/2008,"His lectures are helpful but he moves through material at such a slow pace...which I guess isn't a bad thing except that you have to sit through every one because most of the material he tests on is specifically from details in his lecture and not the textbook.However, if you do manage that, his exams are pretty much easy As, especially with the notes he allows you to have.  I went to class about 80% of the time, spent an hour max preparing for each exam (which consisted of making my notes sheet) and nearly aced every one.",0,0,NEGATIVE,0.9584138989448547
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Ker Chau Li,"{'Overall': 4.0, 'Users': 7.0, 'Easiness': 2.2, 'Clarity': 3.4, 'Workload': 2.2, 'Helpfulness': 3.6}",,,,07/01/2003,"Wow.....His lectures were completely disorganized.  You were never sure which concepts or formulas you would need from them until you tried the homework and by then you'd forgotten them already, even if you did it right after class.  The tests were relatively straightforward and were in large part based upon his review sheets so I ended up getting an A in the class.  However I don't feel that I've truly learned very much at all about statistics.  The lectures were just too fractured.  It doesn't help that half of the stuff Dr. Li lectures about simply isn't in the book, and what is in there is horribly written.  You're pretty much on your own.  Pray you get a good TA.",0,0,NEGATIVE,0.9993321299552917
STATS 13,Introduction to Statistical Methods for Life and Health Sciences,Statistics,Ker Chau Li,"{'Overall': 4.0, 'Users': 7.0, 'Easiness': 2.2, 'Clarity': 3.4, 'Workload': 2.2, 'Helpfulness': 3.6}",,,,05/11/2003,"Professor Li was enthusiastic about statistics and its importance in biomedical research, but he was one of the most disorganized professors I ever had. He'd come to class with his laptop but half the time it would not work. I was most fustrated by his teaching skills and order of homework and lectures because they often would not correspond well. It was very common to do a homework problem one week, turn it in, and then read about how it the next week instead of the previous. If it wasn't for the TA who went through homework problems in discussion and lab, I would have died in the class.His exams and grading systems were fair though, and it was nice of him to give a practice exam beforehand.",0,0,NEGATIVE,0.983828067779541
STATS 100C,Linear Models,Statistics,Hongquan Xu,"{'Overall': 1.0, 'Users': 2.0, 'Easiness': 1.5, 'Clarity': 1.0, 'Workload': 2.0, 'Helpfulness': 1.0}",Fall,2017,,06/17/2018,"100% agree with review below. At least Christou cares (a ton) about you, your well-being, and your learning. Xu is more or less a robot-- very cold, callous, and unhelpful. Really difficult curriculum like Christou-- difference is Xu's heartless while Christou has a massive heart",0,0,NEGATIVE,0.9767275452613831
STATS 100C,Linear Models,Statistics,Hongquan Xu,"{'Overall': 1.0, 'Users': 2.0, 'Easiness': 1.5, 'Clarity': 1.0, 'Workload': 2.0, 'Helpfulness': 1.0}",Spring,2015,C+,02/18/2016,"Hongquan Xu is by far one of the worst professors I have ever had. Here's a breakdown of everything awful about him:1. One of the few upper division stats professors that requires you to purchase a textbook2. Has an accent that makes him unclear3. Bad speaker4. Does not answer questions in class well5. Difficult to get his attention in class since he just mindlessly copies down his notes onto the blackboard as he lectures6. His curriculum is basically ripped off of Christou's, from his material to the homework (screams lazy, and that material is hard)7. Not helpful in office hours8. Does not care about students' learning9. Terrible grader, offers little to no partial credit on math problems10. Goes really fast in his lectures, and no podcasts11. If your notes involve just copying down everything he writes on the blackboard, it won't be enough.I bought the textbook, read it thoroughly, attended every class, did decently on the first two midterms, and did pretty badly on the final. His grading policy to not offer partial credit destroyed my grade despite doing well on the midterms and the homeworks. He's not just an awful professor, but he's also not very nice or respectable. Don't take him if there are other options.",1,2,NEGATIVE,0.9997962117195129
STATS 100C,Linear Models,Statistics,Stephen Smith,"{'Overall': nan, 'Users': nan, 'Easiness': nan, 'Clarity': nan, 'Workload': nan, 'Helpfulness': nan}",,,,,,,,,
STATS 100C,Linear Models,Statistics,Ying Nian Wu,"{'Overall': 4.8, 'Users': 6.0, 'Easiness': 3.4, 'Clarity': 4.4, 'Workload': 2.6, 'Helpfulness': 4.4}",,,,12/28/2014,"One of the best professors I have ever taken. He is genuinely concerned, nice, and very good at teaching and building on the concepts learned.Homework and tests are more or less based on the notes he eventually posts online. There is not a calculation emphasis, but rather a conceptual one.I would recommend taking any class with him.He also gives very generous grades!",0,0,POSITIVE,0.9997743964195251
STATS 100C,Linear Models,Statistics,Juana Sanchez,"{'Overall': 2.2, 'Users': 5.0, 'Easiness': 1.2, 'Clarity': 2.2, 'Workload': 1.5, 'Helpfulness': 2.5}",,,,10/25/2010,"I've had her multiple times for multiple courses (100C, 102A). I don't understand why they still let her teach.She has plenty of positive reviews but I think they're largely because the people writing them are not stats majors. I can see that she would be a good professor if you'd like things really simple or generally aren't mathematically inclined. But that being said, if you would like your professors to speak to your level, be logical, make sense, or understand what they're teaching (especially at the undergraduate level), Juana is not for you. She's nice but she's infuriating. Her questions on homework and in tests don't make sense. Her notes aren't proofread (such as, she didn't run her code before class for 102A, so wasted a lot of time during class troubleshooting her R code).She may be great for Stats 10 (I wouldn't know, I didn't have her), but seriously, for upper division, wait a year and see if someone else is teaching it.",1,1,POSITIVE,0.7676523923873901
STATS 100C,Linear Models,Statistics,Michael Tsiang,"{'Overall': 4.6, 'Users': 8.0, 'Easiness': 3.0, 'Clarity': 4.6, 'Workload': 3.4, 'Helpfulness': 4.2}",Spring,2020,NR,06/13/2020,"It was Mike's first time teaching 100C, yet he always made organized, informative slides for each lecture and reasonable but challenging homework assignments. He also was very accommodating at the end because of everything surrounding the protests and riots. 100C gets a rep for being one of the hardest stats classes, but I felt Mike's instruction and expectations made it a very fulfilling, enjoyable experience.  Really pleased to have taken it with him!",1,0,POSITIVE,0.999703586101532
STATS 100C,Linear Models,Statistics,Michael Tsiang,"{'Overall': 4.6, 'Users': 8.0, 'Easiness': 3.0, 'Clarity': 4.6, 'Workload': 3.4, 'Helpfulness': 4.2}",Spring,2022,A,06/30/2022,"Mike is awesome; he really wants you to succeed. He is very approachable outside of class. The material of the class is difficult, but the class itself is well organized. The tests build on the HWs, which build on the notes. Do not worry about your grade even if your raw scores are low, as the curve is very generous.",0,0,POSITIVE,0.9997425675392151
STATS 100C,Linear Models,Statistics,Michael Tsiang,"{'Overall': 4.6, 'Users': 8.0, 'Easiness': 3.0, 'Clarity': 4.6, 'Workload': 3.4, 'Helpfulness': 4.2}",Spring,2021,A+,06/22/2021,"This was my third class with Professor Tsiang (STATS 20 and STATS 199 prior to this) and he never ceases to place things into perspective. As another review noted, this class provides the reasoning behind STATS 101A (and a little of STATS 102B).  The pacing of the class was nice as, because this quarter was conducted remotely, Professor Tsiang made the class asynchronous and held office hours during the time listed with the registrar. Professor Tsiang gives ample time for both the midterm as well as the final and combines a little theory with a little application so that we understand not only the reasoning but also the practical use of the concepts of 100C.",0,0,POSITIVE,0.997991681098938
STATS 100C,Linear Models,Statistics,Michael Tsiang,"{'Overall': 4.6, 'Users': 8.0, 'Easiness': 3.0, 'Clarity': 4.6, 'Workload': 3.4, 'Helpfulness': 4.2}",Spring,2020,A,06/20/2020,"*online version*Known as possibly the hardest stats class offered, Mike made 100C very easy to follow and learn, even for his first time. He made clean lecture slides that explained the topics well, and the homework assignments built upon what was taught in the (prerecorded) lectures. The class was graded on homework (30%), midterm (30%), and final (40%), but for this quarter, he made the final no-harm/optional. He offered office hours both during regular times and during class times, and was extremely helpful with questions, though he enjoys helping students come to the correct answers themselves. The tests were fair, as they were similar to the homework, but expanded on different concepts.",0,0,POSITIVE,0.9914073348045349
STATS 100C,Linear Models,Statistics,Michael Tsiang,"{'Overall': 4.6, 'Users': 8.0, 'Easiness': 3.0, 'Clarity': 4.6, 'Workload': 3.4, 'Helpfulness': 4.2}",Spring,2020,A+,06/14/2020,"Stats 100C is one of the most important classes you will take as a Stats major. The theory behind linear regression is very important and sets you up well for doing statistical analysis and working with data. That being said, Mike placed emphasis on both the theoretical and applied portion, making sure that we knew about why the theory and ""hard"" math are important for the applied portions. Think about it as ""why Stats 101A works."" Mike did an amazing job explaining these concepts to us, through very thorough and well-paced lecturing, copious amounts of office hours, and well-rounded exams. Mike's virtue of valuing learning over a grade really reflected in my performance, and it was especially necessary for this class. I wouldn’t have it any other way.",0,0,POSITIVE,0.9996110796928406
